N,P,K,temperature,humidity,ph,rainfall,label
93.0,85.0,48.0,28.031171408010756,79.84456634780354,5.689887564845004,118.5806318067326,banana
82.0,76.0,55.0,26.60794598007161,80.11852305789452,6.040723180178526,94.34091093380573,banana
90.0,86.0,54.0,27.969289399538045,83.26267771402473,5.7447631954438645,97.07151720494667,banana
84.0,79.0,51.0,26.088641345758308,83.11591096210489,5.650715771702636,98.8584923495609,banana
89.0,87.0,55.0,26.055215658203217,77.9516400589391,6.27545748148126,92.74154162414595,banana
100.0,72.0,53.0,26.19355315415204,80.47828384107927,5.841617823934588,118.12912305401969,banana
99.0,71.0,45.0,26.322216820553137,81.11940449426132,5.6909742425486165,101.11719331580464,banana
105.0,71.0,54.0,28.33260130226655,84.1270089001884,5.955696168374506,114.99030785818415,banana
103.0,72.0,45.0,25.20117371485561,79.73133120891481,6.0760985759529635,118.52538540591955,banana
98.0,86.0,52.0,29.530078349806566,76.76669996954345,6.311480788742373,95.70245114763424,banana
91.0,75.0,54.0,27.487842048981967,76.14936472198599,6.2071158369680735,109.31079510649323,banana
80.0,75.0,48.0,26.460251913161603,79.78857642145634,5.697377530928188,110.94909453056913,banana
109.0,72.0,46.0,28.599526841007066,79.8074212127123,5.756523137231289,91.1016935761518,banana
90.0,84.0,52.0,27.838285592928234,79.99944214513432,6.153411329649963,118.15200676069637,banana
92.0,85.0,49.0,28.307553977197937,79.77278301323867,5.706849022779435,116.60036517151772,banana
104.0,76.0,52.0,28.665823231191283,76.87782016457093,5.819370854746946,99.53748247800661,banana
84.0,89.0,50.0,29.006117236214475,84.17590603254075,6.108733710329988,108.57335543092837,banana
99.0,91.0,47.0,28.18415786324135,77.42407188289638,6.327074933462674,103.30619675406807,banana
101.0,72.0,49.0,27.31308589488721,80.22555846313853,5.7544265738802185,99.96963708724962,banana
109.0,89.0,47.0,26.800871930452843,82.6946885910136,5.913185124869009,95.08696462193585,banana
107.0,71.0,55.0,29.14299646931169,83.9168109662236,6.098779960715352,116.81272801493452,banana
113.0,85.0,45.0,28.01144630165399,77.12574845775019,6.052970526139724,109.67715477660673,banana
95.0,74.0,49.0,26.281285623028605,80.7784003852686,5.981195461521664,109.96994226134947,banana
117.0,79.0,53.0,25.552572807405717,83.46033522767205,5.9353282563126175,114.16320987102797,banana
111.0,87.0,48.0,27.06548540276038,78.05033834920908,6.096478136328816,99.25489297385388,banana
91.0,87.0,49.0,28.722882640666633,77.13586974512195,5.623513642679842,109.56151610124688,banana
111.0,87.0,48.0,26.576150472241597,80.4788765818711,5.711224814730657,98.45707842054782,banana
118.0,88.0,51.0,27.112481762737126,81.15259611126596,6.015495198187401,99.66886616482542,banana
99.0,74.0,51.0,25.433427785753345,81.58294038646741,5.846066874268758,96.39835626668462,banana
115.0,88.0,53.0,28.950644966967666,81.05330332997656,5.71591229229265,97.88418662383371,banana
84.0,90.0,50.0,28.536656051429645,82.97329746447531,5.9957174248208265,108.62642437756834,banana
93.0,82.0,47.0,28.728481747676444,80.78250817748471,5.871718823035598,106.48253729297309,banana
115.0,71.0,47.0,27.858295601058682,81.25349135647602,6.311366645565019,91.22736782616221,banana
96.0,80.0,52.0,27.74232043850132,76.94249616694553,5.9815495058629375,107.47261204573245,banana
95.0,74.0,49.0,25.937593106984064,80.34747672814343,5.9818553950617055,110.2945834893792,banana
111.0,72.0,48.0,29.223002625146563,77.50014827635025,5.708149202129345,90.80398340880802,banana
80.0,77.0,48.0,25.920972088498246,80.14299737151488,5.5484810729456315,112.85644288151802,banana
104.0,80.0,54.0,27.072805380522446,81.37850315837679,5.8810516572144085,110.18872792298197,banana
101.0,70.0,47.0,28.49941680277588,79.56641578494963,5.6976945438813535,102.31634870266913,banana
99.0,75.0,48.0,27.33050336030249,81.88591758127956,6.115320458759783,109.68660366502402,banana
92.0,86.0,53.0,27.383292885859493,77.77609974936489,6.254051988829135,93.30895471307129,banana
103.0,76.0,48.0,26.862375795038233,80.9767555253016,6.304436909375182,109.65295870037879,banana
92.0,84.0,50.0,29.235197319316743,81.29218371856534,5.7428959644403275,108.89525375610877,banana
108.0,90.0,53.0,28.40689541540997,81.33467476862563,6.0614475861387795,109.30325278928338,banana
83.0,94.0,47.0,27.157189284297296,80.19976261639688,6.206474268965303,111.23699906133245,banana
103.0,78.0,53.0,26.969949893077665,81.35264033618552,5.967398289450325,110.09654359273124,banana
119.0,88.0,50.0,28.29968181871635,77.39175572632016,5.936080799256108,118.7150100092043,banana
116.0,87.0,51.0,28.107239855082064,82.36754885504422,5.777645466725113,98.61021317564584,banana
89.0,86.0,55.0,26.346267140007164,77.25973218694419,6.275423092162753,92.26588928246157,banana
90.0,75.0,47.0,29.088473203997843,78.49602955570032,5.737872810343771,90.35319209990027,banana
99.0,74.0,45.0,25.849668069008498,77.87887967038066,5.627938547003974,102.1619113709287,banana
109.0,87.0,54.0,28.982003836186152,78.44481036218885,5.590286972177795,97.12886482360362,banana
99.0,75.0,45.0,25.692313982836083,76.79981677853297,5.606948280420373,102.50979220721177,banana
113.0,85.0,47.0,26.734636718339257,77.85734520024387,6.057800139395699,100.91597228511256,banana
101.0,73.0,51.0,27.79163898759949,83.41513830170578,6.359834481337178,90.28070255909019,banana
100.0,76.0,50.0,26.847826605864558,80.29211558442792,6.190747971698967,110.07488633288986,banana
100.0,73.0,52.0,25.48976571704131,81.58022738485325,5.848768403940843,96.3396623296356,banana
90.0,92.0,50.0,28.18429465404883,78.22445717716455,6.142266924439015,95.0851140667405,banana
99.0,71.0,46.0,25.891392984756298,76.69219603291559,5.853177142045749,114.91639219155107,banana
83.0,94.0,47.0,27.152773024966194,80.63930936286017,6.425942739713818,113.43607424870288,banana
93.0,87.0,52.0,27.593454406537653,78.1574414682915,6.247749111960136,93.77440892483861,banana
103.0,72.0,51.0,26.683855758465377,80.77583755848633,6.047542299678032,103.65984737692733,banana
107.0,91.0,53.0,27.348876478899356,83.01184505022343,6.268590237447168,105.23445086005422,banana
89.0,85.0,54.0,26.7896704794099,76.69896161228652,6.27185510008593,91.99423235861826,banana
94.0,87.0,49.0,29.79626667367532,76.8336851621164,6.235003589324068,92.17218058164364,banana
89.0,89.0,55.0,26.870997653057724,78.66828371084104,6.192360864609678,95.03246058104145,banana
117.0,84.0,53.0,27.581022071357886,83.17332184805647,5.877910450162374,97.0094178497847,banana
107.0,77.0,50.0,27.293514459719315,77.74758385196397,5.873958429202209,98.97027327383431,banana
117.0,86.0,51.0,25.65896743250415,80.39818155575809,6.140248120524109,99.46925997147605,banana
98.0,77.0,51.0,26.948393840453335,78.41583457719388,6.03273629693962,110.24579626590923,banana
105.0,94.0,49.0,27.33864693861891,83.84626525922722,5.954031332384928,99.05372632690802,banana
95.0,74.0,50.0,27.90817828135668,75.82560945154049,5.647642604205997,118.31462363118715,banana
102.0,92.0,46.0,26.203466881692247,78.27265386509822,5.976120304625796,106.50722611120908,banana
95.0,74.0,50.0,25.93313298970743,80.40871056885841,6.003406112287189,110.10758646649462,banana
113.0,86.0,53.0,25.624392873388707,83.49235570346107,5.777091146144265,115.08041624293651,banana
101.0,73.0,50.0,25.874270410173217,81.17703949297714,5.954062920212188,118.8711081026725,banana
81.0,92.0,47.0,27.04200267315928,80.32783306021278,6.354279141003747,110.02488950629979,banana
111.0,87.0,48.0,27.12444516973016,77.75772476422927,6.142897152526328,99.3510213252433,banana
91.0,76.0,54.0,27.629648422477015,76.22613034056212,6.124554994568065,107.75214862305302,banana
96.0,78.0,47.0,26.540561203436372,76.22934054233626,5.79200403025862,102.52574411520835,banana
107.0,72.0,45.0,26.50947465960786,83.4300643148046,5.966518804268291,91.15275664714828,banana
116.0,79.0,49.0,25.668986014629578,81.77222606851491,6.175601849570885,113.58078077411778,banana
95.0,74.0,46.0,28.06496279266067,82.21824291593664,5.881321268715288,109.34455864866004,banana
95.0,87.0,51.0,28.911043335373567,77.9892960070965,6.245898706199802,93.40403012717141,banana
110.0,80.0,45.0,27.752852172837322,78.76375126333843,6.353213959340046,108.79390508440932,banana
104.0,81.0,53.0,27.50373249362333,81.10014420950908,5.885154189782317,110.59412739611265,banana
107.0,72.0,45.0,26.77750096714724,83.12188740754219,5.937794244959274,91.1939968449439,banana
117.0,83.0,53.0,25.3218278684278,83.52380083357791,5.785061829483802,115.26157265219518,banana
117.0,86.0,49.0,27.88701291941676,82.7768166136703,6.104636461798216,116.09164845958335,banana
107.0,88.0,53.0,28.899612932845713,80.467684239284,5.91616697891549,112.51758525232154,banana
100.0,70.0,48.0,25.403234087908007,75.30838908986819,6.006230471242143,116.65036639048591,banana
91.0,85.0,50.0,27.165001226701357,80.29853437266854,5.731790308716904,119.32831400514002,banana
93.0,77.0,46.0,28.450246844728035,79.81398983496032,5.68990203742479,91.25011890729128,banana
109.0,87.0,54.0,28.977724632031546,78.44568369777504,5.591066615750628,97.13509548712311,banana
113.0,87.0,49.0,27.34496460731859,81.91819292771149,5.685636340145291,98.41272014450169,banana
104.0,72.0,53.0,28.45481393068219,83.09309465633352,6.140823611649524,114.75393303206592,banana
84.0,76.0,50.0,29.145222113699887,81.07512976914067,5.914921358389636,92.75681185705423,banana
100.0,77.0,51.0,27.104186158036317,79.1663014697381,6.13847893471349,110.16808903815735,banana
107.0,72.0,45.0,26.402922816304837,83.55257772713972,5.977938036844903,91.13636191659498,banana
114.0,71.0,55.0,27.363519323903976,83.59110530103573,6.167572144414657,114.13980864769472,banana
90.0,79.0,45.0,28.587306481800585,80.44023629087424,6.141281846084693,92.29089082368384,banana
82.0,75.0,53.0,27.634174327564807,79.15390544369745,6.212649584095312,92.81697634937991,banana
105.0,88.0,54.0,25.939539260881197,84.17144625162491,5.98129788788954,114.1011297903357,banana
91.0,83.0,53.0,27.62763108121355,82.57225622697878,6.111422069297281,95.64844453783623,banana
105.0,92.0,46.0,25.310609664218894,79.2904256291646,5.825352753421292,107.9378034182696,banana
112.0,79.0,51.0,27.228989156427037,79.15907703841286,6.241357162259188,115.7666976263574,banana
91.0,83.0,51.0,29.1195913079052,78.61758796403386,6.37011408178762,117.55666343362276,banana
92.0,85.0,50.0,28.72233367218914,80.36707980209324,5.722246384216621,113.08706667380848,banana
103.0,78.0,53.0,26.979422926450585,81.35126094714082,5.960468180570665,110.09941479070504,banana
100.0,92.0,47.0,27.98640616013908,78.58634964498678,6.239309585781314,103.0670247496076,banana
93.0,86.0,48.0,28.17221748352638,81.09095852903691,5.680162424268624,116.58053505042622,banana
89.0,79.0,47.0,28.509390513464655,79.98484181980845,6.36385251214315,92.85447415435978,banana
82.0,75.0,55.0,27.275932967518855,78.64193829974379,6.258296053199289,92.36234112393917,banana
114.0,74.0,47.0,27.58241458295474,77.34820474293653,5.893295088814225,91.76624406771798,banana
88.0,86.0,51.0,29.21665269627724,82.76725254193835,5.935096190492157,108.71661887812554,banana
97.0,73.0,49.0,27.112983694519766,75.18157801380276,5.762125198300302,117.66280044457321,banana
117.0,80.0,52.0,29.089730516893052,78.11873705692936,5.572335774097499,97.59429187727707,banana
116.0,80.0,52.0,29.04744714221043,78.29505151784818,5.560161750335373,98.1374795803992,banana
84.0,94.0,47.0,26.421651249757748,79.25428275028618,6.296846261128272,117.30210008240213,banana
116.0,87.0,50.0,26.01134184981446,78.81845332954447,6.201332608435069,100.27845780769012,banana
104.0,74.0,45.0,25.267927442367732,81.11774819104106,6.0595471588895355,118.6549927359011,banana
93.0,84.0,52.0,27.709784437930224,80.13481667790737,6.332978158681073,94.50340282462524,banana
105.0,71.0,54.0,28.477864607626355,84.10570995755751,5.973376055466595,115.28933131174301,banana
95.0,85.0,50.0,27.70611861309967,81.05487254964208,5.983258607645871,93.75372343444856,banana
101.0,74.0,50.0,26.563749273148748,81.87875567990157,6.160617107785309,110.1448183468754,banana
108.0,71.0,50.0,28.474881851425163,81.95762677125938,5.750074253611912,93.25752813408305,banana
106.0,70.0,55.0,25.87746515854014,78.5381252741364,5.741457204434933,116.30436140808915,banana
105.0,88.0,54.0,25.853474198428426,84.3641888252788,6.003457844236432,114.1574054599369,banana
92.0,93.0,52.0,25.86497567875606,84.21520573093851,6.055013809742008,114.92029142728168,banana
110.0,71.0,51.0,28.902435877949284,80.23952624915782,5.7181981674856095,92.88473106630704,banana
82.0,94.0,49.0,26.517931229020128,77.82057282172337,5.519109637704929,108.83468217829311,banana
102.0,76.0,54.0,26.721125889959207,82.98508909547282,5.79412749481251,110.60698553121938,banana
92.0,84.0,50.0,29.107023967571166,80.73977326501475,5.763196258310561,108.35639871874324,banana
93.0,88.0,52.0,27.313774229861398,79.22218412726235,6.244932530340636,94.59864560876453,banana
93.0,88.0,52.0,27.764594543640825,79.20922318203552,6.211263862878178,95.31636437069287,banana
103.0,73.0,49.0,28.892540356662266,77.82194489686616,5.752150905650695,101.31225543875945,banana
86.0,77.0,45.0,29.060158967368316,80.03238549408336,6.206001080870948,93.12692737092615,banana
95.0,74.0,49.0,27.9815136082508,75.46715947295296,5.626988617480702,117.95450298836714,banana
100.0,80.0,52.0,27.4728537539667,77.85889275919088,6.024585329152318,110.29768475301354,banana
86.0,79.0,45.0,27.756725351008257,82.52947034688553,5.891590813827078,98.5575292764463,banana
119.0,86.0,50.0,28.270144673058095,78.08449631605679,6.005517443636681,118.10682501754275,banana
94.0,89.0,48.0,28.65332024599463,83.29625439499355,5.647939897757838,110.84966360408892,banana
107.0,90.0,53.0,26.99665749517353,83.35024009145464,6.212613190654259,107.2570411202355,banana
108.0,89.0,53.0,29.067961879804386,80.26556270174225,5.919984733415193,112.17087088414945,banana
83.0,94.0,50.0,26.874629246768432,78.71571932932851,5.595607464791729,108.81430362013275,banana
90.0,92.0,51.0,27.844612176426278,78.79138130788739,6.140066587374965,95.73275207418583,banana
111.0,87.0,50.0,28.091067596993057,77.7754220060297,5.92419450844076,98.27043574316018,banana
81.0,77.0,46.0,25.314663478097394,84.53536701528189,5.782482179986594,109.87844796808025,banana
117.0,91.0,49.0,28.0549320764263,78.8731192429294,6.040094401493945,118.37059870020757,banana
100.0,73.0,52.0,25.886396162995215,81.8721359578216,5.931833066367637,95.34130194660231,banana
110.0,81.0,45.0,27.79057536164826,78.35626509976035,6.292706021577982,108.85105499556832,banana
115.0,71.0,47.0,27.83899935815838,81.30826118906832,6.319775389531462,91.23516683339763,banana
116.0,81.0,54.0,26.621782849812064,83.60923149441841,5.909089515416936,95.44682029810359,banana
96.0,92.0,45.0,28.757557278119624,78.60128549448096,5.940146852553427,95.59910312393237,banana
98.0,78.0,51.0,27.157109195140567,78.00614299976101,6.038765939359375,110.27420916815487,banana
110.0,71.0,45.0,27.95165473316417,81.72260468352073,6.011961961440099,91.38371325674017,banana
98.0,90.0,48.0,28.12131022081639,79.81729819631104,5.9843310689230576,96.42939442339099,banana
104.0,85.0,54.0,26.250242863860645,83.38382090280939,5.970259895239143,112.75618456249428,banana
81.0,91.0,47.0,26.87882976217152,79.972230463602,6.3016332739838345,109.0594260376942,banana
114.0,87.0,49.0,25.904524295216675,80.3881122690748,5.899530104180593,99.46564890096812,banana
97.0,72.0,49.0,26.950239220623928,75.16768044883727,5.785395753982311,117.5597468585199,banana
105.0,92.0,47.0,25.639271344915404,79.86785068082482,5.896347368740446,107.466023076568,banana
119.0,88.0,49.0,28.405962899093197,78.02806947467936,5.950642602520476,118.58296711459447,banana
108.0,88.0,53.0,27.94947487450401,81.5077108781827,5.9016121802911465,113.00797241492299,banana
91.0,79.0,46.0,28.359633763438556,80.9885025158541,6.060656400600395,92.38453391659773,banana
114.0,83.0,45.0,26.943776703021797,77.64242958171349,5.877225409299669,107.70201529213638,banana
112.0,71.0,46.0,27.76735542357247,81.8886182586827,6.218126600458971,91.36379444286135,banana
100.0,70.0,48.0,25.633658682542872,75.05525104879511,5.973651367139862,116.7260574401984,banana
105.0,72.0,46.0,27.579217545629497,82.02609627086758,6.215051164365466,90.6453425063728,banana
106.0,70.0,55.0,26.736173450696924,79.85414673803344,5.8254703407208455,116.52850105273043,banana
84.0,95.0,49.0,27.283137342592525,77.92214967865475,5.982429401795643,108.62603871433808,banana
117.0,85.0,52.0,28.933150255633326,81.20701277644518,5.7323241816886785,98.54431462250146,banana
118.0,89.0,48.0,28.66913243941163,79.78800357200082,6.002275566804498,118.11931838594275,banana
89.0,85.0,54.0,26.682013069708233,76.50361537793142,6.275083813863769,91.7557986310172,banana
